Timestamp,AAPL,MSFT,GOOGL,AMZN,TSLA,NVDA,META,BRK-B,JPM,V
12/27/2025 0:53,,,,,,,,,,
12/27/2025 1:01,274.76,487.355,313.45,232.735,478.64,192.225,662.78,497.87,326.74,354.54
